Episode,Rating,Votes
S01E01,8.7,24801
S01E02,8.7,22032
S01E03,9.1,21942
S01E04,7.8,20225
S01E05,7.6,17454
S01E06,8.4,18274
S01E07,9.1,17431
S01E08,9.3,18748
S02E01,9.0,16516
S02E02,7.9,13394
S02E03,8.9,13371
S02E04,8.5,11293
S02E05,9.6,18547
S02E06,9.4,12742
S02E07,9.0,9052
S02E08,9.9,14275
